GEOID,NAME,ACS_TOTAL_POP,ACS_UNDER5,ACS_OVER65,ACS_SENSITIVE_PCT,ACS_POVERTY_PCT,ACS_NO_VEHICLE_PCT,NRI_ID,NRI_HEATWAVE_RISK_SCORE,NRI_HEATWAVE_RISK_RATING,NRI_HEATWAVE_ANNUALIZED_FREQ,NRI_SOVI_SCORE,NRI_SOVI_RATING,NRI_COMPOSITE_RISK_SCORE,NRI_COMPOSITE_RISK_RATING,NEAREST_COOLING_MI,COOLING_WITHIN_3MI,COOLING_WITHIN_5MI,ACCESS_POINT_METHOD,HEAT_CONCERN_SCORE,SOVI_CONCERN_SCORE,TRANSPORT_BARRIER_SCORE,COOLING_ACCESS_SCORE,FINAL_CONCERN_SCORE,CONCERN_CLASS
53063012200,"Census Tract 122, Spokane, WA",2116.0,8.0,299.0,14.51,11.48,0.0,T53063012200,37.038228704895374,Relatively Low,4.0,21.86992833,Relatively Low,16.68628780041145,Very Low,2.18,5,14,Census tract internal point,1,1,1,3,6,Low
53063013700,"Census Tract 137, Spokane, WA",4069.0,167.0,493.0,16.22,9.61,2.28,T53063013700,46.757471757471755,Relatively Low,4.000000000000001,9.209856068,Very Low,18.750668902286755,Very Low,2.14,1,10,Census tract internal point,1,1,2,2,6,Low
53063010701,"Census Tract 107.01, Spokane, WA",5023.0,339.0,542.0,17.54,2.75,0.5,T53063010701,51.94599361266028,Relatively Low,4.0,9.209856068,Very Low,5.560510387309288,Very Low,1.96,3,9,Census tract internal point,2,1,1,2,6,Low
53063011000,"Census Tract 110, Spokane, WA",3437.0,67.0,749.0,23.74,5.38,2.44,T53063011000,44.40035273368606,Relatively Low,4.0,9.209856068,Very Low,2.941980902096488,Very Low,1.45,5,12,Census tract internal point,1,1,2,2,6,Low
53063011302,"Census Tract 113.02, Spokane, WA",5126.0,295.0,875.0,22.82,9.66,1.73,T53063011302,51.94956861623529,Relatively Low,4.0,9.209856068,Very Low,8.096987858680272,Very Low,1.34,2,12,Census tract internal point,2,1,1,2,6,Low
53063013002,"Census Tract 130.02, Spokane, WA",3093.0,181.0,307.0,15.78,13.93,3.03,T53063013002,37.81638781638782,Relatively Low,4.0,9.209856068,Very Low,2.97052073299799,Very Low,1.29,3,7,Census tract internal point,1,1,2,2,6,Low
53063010601,"Census Tract 106.01, Spokane, WA",3769.0,276.0,822.0,29.13,5.25,5.74,T53063010601,43.00967634300968,Relatively Low,4.0,9.209856068,Very Low,5.45824265991224,Very Low,1.24,1,4,Census tract internal point,1,1,2,2,6,Low
53063010702,"Census Tract 107.02, Spokane, WA",4142.0,97.0,422.0,12.53,4.64,4.17,T53063010702,46.564421564421565,Relatively Low,4.0,9.209856068,Very Low,5.326245941992794,Very Low,1.22,1,6,Census tract internal point,1,1,2,2,6,Low
53063012100,"Census Tract 121, Spokane, WA",2722.0,109.0,359.0,17.19,10.67,4.82,T53063012100,35.166118499451834,Relatively Low,4.0,9.209856068,Very Low,2.733877968439704,Very Low,1.21,3,13,Census tract internal point,1,1,2,2,6,Low
53063014400,"Census Tract 144, Spokane, WA",5219.0,311.0,703.0,19.43,12.49,0.88,T53063014400,53.59049525716192,Relatively Low,4.0,9.209856068,Very Low,8.444222467981877,Very Low,1.03,5,18,Census tract internal point,2,1,1,2,6,Low
53063004001,"Census Tract 40.01, Spokane, WA",3026.0,130.0,269.0,13.19,8.29,7.33,T53063004001,33.67653367653368,Relatively Low,4.0,9.209856068,Very Low,5.358353251756983,Very Low,0.98,11,17,Census tract internal point,1,1,2,2,6,Low
53063003800,"Census Tract 38, Spokane, WA",1844.0,44.0,372.0,22.56,11.67,6.08,T53063003800,27.7992277992278,Relatively Low,4.0,18.44044305,Very Low,1.405586671898969,Very Low,0.93,6,15,Census tract internal point,1,1,2,2,6,Low
53063001400,"Census Tract 14, Spokane, WA",7069.0,570.0,766.0,18.9,15.59,1.63,T53063001400,63.54568854568855,Relatively Moderate,4.0,9.209856068,Very Low,12.564660554386215,Very Low,0.85,13,17,Census tract internal point,3,1,1,1,6,Low
53063011600,"Census Tract 116, Spokane, WA",1890.0,123.0,316.0,23.23,9.54,3.35,T53063011600,30.255255255255253,Relatively Low,4.0,27.89670082,Relatively Low,2.237998406526108,Very Low,0.75,5,10,Census tract internal point,1,2,2,1,6,Low
53063000600,"Census Tract 6, Spokane, WA",3577.0,273.0,329.0,16.83,4.15,1.93,T53063000600,48.93584060250727,Relatively Low,4.0,38.94331576,Relatively Low,4.484320930398487,Very Low,0.73,8,16,Census tract internal point,2,2,1,1,6,Low
53063001200,"Census Tract 12, Spokane, WA",2392.0,73.0,334.0,17.02,6.68,7.82,T53063001200,29.770246436913105,Relatively Low,4.0,9.209856068,Very Low,1.249806761561604,Very Low,0.63,11,16,Census tract internal point,1,1,3,1,6,Low
53063004500,"Census Tract 45, Spokane, WA",3552.0,53.0,953.0,28.32,4.21,0.93,T53063004500,55.54363887697221,Relatively Low,4.0,37.00586389,Relatively Low,15.65052977061111,Very Low,0.63,9,16,Census tract internal point,2,2,1,1,6,Low
53063000700,"Census Tract 7, Spokane, WA",5170.0,196.0,711.0,17.54,8.9,6.92,T53063000700,55.57581390914724,Relatively Low,4.0,9.209856068,Very Low,5.643751560772003,Very Low,0.55,7,13,Census tract internal point,2,1,2,1,6,Low
53063011301,"Census Tract 113.01, Spokane, WA",4234.0,250.0,1409.0,39.18,5.49,1.89,T53063011301,59.53810953810954,Relatively Moderate,4.0,34.58271634,Relatively Low,15.153461049076617,Very Low,0.55,4,8,Census tract internal point,2,2,1,1,6,Low
53063010604,"Census Tract 106.04, Spokane, WA",4004.0,150.0,945.0,27.35,2.62,0.72,T53063010604,53.016111349444685,Relatively Low,4.0,25.60267725,Relatively Low,11.823814110568062,Very Low,0.47,1,3,Census tract internal point,2,2,1,1,6,Low
53063013203,"Census Tract 132.03, Spokane, WA",2893.0,209.0,1008.0,42.07,6.17,1.82,T53063013203,52.660994327660994,Relatively Low,3.9999967032896646,34.38843807,Relatively Low,20.64856765723663,Relatively Low,0.44,3,3,Census tract internal point,2,2,1,1,6,Low
53063010301,"Census Tract 103.01, Spokane, WA",5726.0,310.0,937.0,21.78,17.03,7.22,T53063010301,56.0918060918061,Relatively Moderate,3.58082640428289,18.44044305,Very Low,14.07846075178671,Very Low,0.32,1,1,Census tract internal point,2,1,2,1,6,Low
53063003000,"Census Tract 30, Spokane, WA",2562.0,147.0,319.0,18.19,28.16,11.26,T53063003000,39.61699795033128,Relatively Low,4.0,23.60184801,Relatively Low,3.692340622881809,Very Low,0.25,9,18,Census tract internal point,1,1,3,1,6,Low
53063000302,"Census Tract 3.02, Spokane, WA",2961.0,360.0,310.0,22.63,23.3,1.21,T53063000302,41.073216073216074,Relatively Low,4.0,17.98673222,Very Low,1.384181798722842,Very Low,0.9,6,16,Census tract internal point,1,1,1,2,5,Low
53063001300,"Census Tract 13, Spokane, WA",3445.0,101.0,419.0,15.09,12.69,7.13,T53063001300,42.10758377425044,Relatively Low,4.0,9.209856068,Very Low,3.031167873663682,Very Low,0.73,10,17,Census tract internal point,1,1,2,1,5,Low
53063012000,"Census Tract 120, Spokane, WA",4302.0,188.0,822.0,23.48,17.92,7.31,T53063012000,48.11358978025645,Relatively Low,4.0,9.209856068,Very Low,6.55226951113648,Very Low,0.58,5,9,Census tract internal point,1,1,2,1,5,Low
53063004701,"Census Tract 47.01, Spokane, WA",3384.0,233.0,417.0,19.21,10.74,2.34,T53063004701,40.297440297440296,Relatively Low,4.0,9.209856068,Very Low,2.070326899979784,Very Low,0.56,6,14,Census tract internal point,1,1,2,1,5,Low
53063002100,"Census Tract 21, Spokane, WA",2626.0,274.0,322.0,22.7,5.52,3.15,T53063002100,31.332522999189667,Relatively Low,4.0,9.209856068,Very Low,1.566123220719917,Very Low,0.4,9,18,Census tract internal point,1,1,2,1,5,Low
53063000500,"Census Tract 5, Spokane, WA",3377.0,307.0,457.0,22.62,9.3,1.37,T53063000500,42.42695076028409,Relatively Low,4.0,9.209856068,Very Low,2.886090399914381,Very Low,0.58,8,16,Census tract internal point,1,1,1,1,4,Low
53063004602,"Census Tract 46.02, Spokane, WA",3007.0,155.0,361.0,17.16,6.09,1.86,T53063004602,46.764621764621765,Relatively Low,4.0,22.22946159,Relatively Low,3.396239877278727,Very Low,0.45,6,16,Census tract internal point,1,1,1,1,4,Low
